Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000071.1	12682	13686		minus	NAD(P)-dependent alcohol dehydrogenase			protein-coding			WP_198971630.1	NAD(P)-dependent alcohol dehydrogenase	334	JHD63_RS15030
NZ_JAELTO010000071.1	13794	14729		plus	LysR family transcriptional regulator			protein-coding			WP_198971631.1	LysR family transcriptional regulator	311	JHD63_RS15035
NZ_JAELTO010000071.1	14791	16014		minus	D-amino acid dehydrogenase			protein-coding			WP_198971632.1	D-amino acid dehydrogenase	407	JHD63_RS15040
NZ_JAELTO010000071.1	16238	17116		plus	transporter substrate-binding domain-containing protein			protein-coding			WP_198971633.1	transporter substrate-binding domain-containing protein	292	JHD63_RS15045
NZ_JAELTO010000071.1	17169	17909		plus	uncharacterized gene			pseudogene						JHD63_RS15050
NZ_JAELTO010000071.1	17941	19179		plus	GAF domain-containing sensor histidine kinase			protein-coding			WP_198971634.1	GAF domain-containing sensor histidine kinase	412	JHD63_RS15055
NZ_JAELTO010000071.1	19186	20130		minus	CysB family HTH-type transcriptional regulator			protein-coding			WP_198971635.1	CysB family HTH-type transcriptional regulator	314	JHD63_RS15060
NZ_JAELTO010000071.1	20699	21241		plus	ABC transporter substrate-binding protein			protein-coding			WP_255519294.1	ABC transporter substrate-binding protein	180	JHD63_RS24585
NZ_JAELTO010000071.1	21238	21994		plus	uncharacterized gene			pseudogene						JHD63_RS24590
NZ_JAELTO010000071.1	22013	22405		plus	hypothetical protein			protein-coding			WP_233168207.1	hypothetical protein	130	JHD63_RS15070
NZ_JAELTO010000071.1	22360	22545		plus	hypothetical protein			protein-coding			WP_233168208.1	hypothetical protein	61	JHD63_RS24065
NZ_JAELTO010000071.1	22635	23572		plus	uncharacterized gene			pseudogene						JHD63_RS15075
NZ_JAELTO010000071.1	23644	24167		plus	uncharacterized gene			pseudogene						JHD63_RS15080
NZ_JAELTO010000071.1	24220	24642		minus	hotdog fold thioesterase			protein-coding			WP_198971636.1	hotdog fold thioesterase	140	JHD63_RS15085
NZ_JAELTO010000072.1	1	104		minus	uncharacterized gene			pseudogene						JHD63_RS15090
NZ_JAELTO010000072.1	178	381		plus	hypothetical protein			protein-coding			WP_198971639.1	hypothetical protein	67	JHD63_RS15095
NZ_JAELTO010000072.1	402	1583		minus	4-hydroxybenzoate 3-monooxygenase	pobA		protein-coding			WP_198971640.1	4-hydroxybenzoate 3-monooxygenase	393	JHD63_RS15100
NZ_JAELTO010000072.1	1722	2492		plus	IclR family transcriptional regulator C-terminal domain-containing protein			protein-coding			WP_198971641.1	IclR family transcriptional regulator C-terminal domain-containing protein	256	JHD63_RS15105
NZ_JAELTO010000072.1	2522	2983		plus	DUF2501 domain-containing protein			protein-coding			WP_198971642.1	DUF2501 domain-containing protein	153	JHD63_RS15110
NZ_JAELTO010000072.1	2995	3423		minus	DUF2721 domain-containing protein			protein-coding			WP_198971643.1	DUF2721 domain-containing protein	142	JHD63_RS15115
NZ_JAELTO010000072.1	3466	3542		minus	tRNA-Pro			tRNA						JHD63_RS15120
NZ_JAELTO010000072.1	3744	3820		minus	tRNA-Arg			tRNA						JHD63_RS15125
NZ_JAELTO010000072.1	3931	4095		plus	hypothetical protein			protein-coding			WP_198971644.1	hypothetical protein	54	JHD63_RS15130
NZ_JAELTO010000072.1	4113	4364		minus	hypothetical protein			protein-coding			WP_198971645.1	hypothetical protein	83	JHD63_RS15135
NZ_JAELTO010000072.1	4479	4808		minus	hypothetical protein			protein-coding			WP_198971646.1	hypothetical protein	109	JHD63_RS15140
NZ_JAELTO010000072.1	4952	6037		minus	phosphotransferase			protein-coding			WP_198971647.1	phosphotransferase	361	JHD63_RS15145
NZ_JAELTO010000072.1	6088	6807		minus	Crp/Fnr family transcriptional regulator			protein-coding			WP_198971648.1	Crp/Fnr family transcriptional regulator	239	JHD63_RS15150
NZ_JAELTO010000072.1	6888	7661		minus	enoyl-CoA hydratase			protein-coding			WP_198971649.1	enoyl-CoA hydratase	257	JHD63_RS15155
NZ_JAELTO010000072.1	7687	9207		minus	3-hydroxyacyl-CoA dehydrogenase			protein-coding			WP_198971650.1	3-hydroxyacyl-CoA dehydrogenase	506	JHD63_RS15160
NZ_JAELTO010000072.1	9375	11345		plus	hypothetical protein			protein-coding			WP_198971651.1	hypothetical protein	656	JHD63_RS15165
NZ_JAELTO010000072.1	11398	12405		minus	D-2-hydroxyacid dehydrogenase family protein			protein-coding			WP_198971652.1	D-2-hydroxyacid dehydrogenase family protein	335	JHD63_RS15170
NZ_JAELTO010000072.1	12559	12912		minus	hypothetical protein			protein-coding			WP_198971653.1	hypothetical protein	117	JHD63_RS15175
NZ_JAELTO010000072.1	13042	13728		minus	transcriptional repressor LexA	lexA		protein-coding			WP_198971654.1	transcriptional repressor LexA	228	JHD63_RS15180
NZ_JAELTO010000072.1	13808	14764		plus	asparaginase			protein-coding			WP_198971665.1	asparaginase	318	JHD63_RS15185
NZ_JAELTO010000072.1	14786	15442		minus	adenylate kinase	adk		protein-coding			WP_198971655.1	adenylate kinase	218	JHD63_RS15190
NZ_JAELTO010000072.1	15579	16334		minus	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB		protein-coding			WP_198971656.1	3-deoxy-manno-octulosonate cytidylyltransferase	251	JHD63_RS15195
NZ_JAELTO010000072.1	16348	16530		minus	Trm112 family protein			protein-coding			WP_198971657.1	Trm112 family protein	60	JHD63_RS15200
NZ_JAELTO010000072.1	16572	17546		minus	tetraacyldisaccharide 4'-kinase	lpxK		protein-coding			WP_233168213.1	tetraacyldisaccharide 4'-kinase	324	JHD63_RS15205
NZ_JAELTO010000072.1	17580	18011		minus	biopolymer transporter ExbD			protein-coding			WP_198971666.1	biopolymer transporter ExbD	143	JHD63_RS15210
NZ_JAELTO010000072.1	18055	18681		minus	MotA/TolQ/ExbB proton channel family protein			protein-coding			WP_198971659.1	MotA/TolQ/ExbB proton channel family protein	208	JHD63_RS15215
NZ_JAELTO010000072.1	18892	20193		plus	exodeoxyribonuclease VII large subunit	xseA		protein-coding			WP_198971660.1	exodeoxyribonuclease VII large subunit	433	JHD63_RS15220
NZ_JAELTO010000072.1	20204	20638		minus	DUF192 domain-containing protein			protein-coding			WP_233168217.1	DUF192 domain-containing protein	144	JHD63_RS15225
NZ_JAELTO010000072.1	20770	20988		minus	hypothetical protein			protein-coding			WP_198971662.1	hypothetical protein	72	JHD63_RS15230
NZ_JAELTO010000072.1	21179	22435		plus	NADP-dependent isocitrate dehydrogenase	icd		protein-coding			WP_198971663.1	NADP-dependent isocitrate dehydrogenase	418	JHD63_RS15235
NZ_JAELTO010000072.1	22620	23828		plus	tyrosine-type recombinase/integrase			protein-coding			WP_198971664.1	tyrosine-type recombinase/integrase	402	JHD63_RS15240
NZ_JAELTO010000073.1	152	331		minus	hypothetical protein			protein-coding			WP_198971667.1	hypothetical protein	59	JHD63_RS15245
NZ_JAELTO010000073.1	517	720		plus	IPTL-CTERM sorting domain-containing protein			protein-coding			WP_233168220.1	IPTL-CTERM sorting domain-containing protein	67	JHD63_RS15250
NZ_JAELTO010000073.1	738	2318		plus	IPTL-CTERM sorting domain-containing protein			protein-coding			WP_198971669.1	IPTL-CTERM sorting domain-containing protein	526	JHD63_RS15255
NZ_JAELTO010000073.1	2545	2997		plus	IS1 family transposase			protein-coding			WP_198971670.1	IS1 family transposase	150	JHD63_RS15260
NZ_JAELTO010000073.1	3030	3389		plus	IS1 family transposase			protein-coding			WP_233168222.1	IS1 family transposase	119	JHD63_RS15265
NZ_JAELTO010000073.1	3414	4557		minus	uncharacterized gene			pseudogene						JHD63_RS15270
NZ_JAELTO010000073.1	4597	5397		minus	ABC transporter ATP-binding protein			protein-coding			WP_198971672.1	ABC transporter ATP-binding protein	266	JHD63_RS15275
NZ_JAELTO010000073.1	5391	6461		minus	uncharacterized gene			pseudogene						JHD63_RS15280
NZ_JAELTO010000073.1	6478	7491		minus	ABC transporter substrate-binding protein			protein-coding			WP_198971673.1	ABC transporter substrate-binding protein	337	JHD63_RS15285
NZ_JAELTO010000073.1	7750	8277		plus	uncharacterized gene			pseudogene						JHD63_RS15290
NZ_JAELTO010000073.1	8364	9413		plus	FecR domain-containing protein			protein-coding			WP_198971675.1	FecR domain-containing protein	349	JHD63_RS15295
NZ_JAELTO010000073.1	9517	11937		plus	TonB-dependent receptor			protein-coding			WP_198971676.1	TonB-dependent receptor	806	JHD63_RS15300
NZ_JAELTO010000073.1	12444	13172		plus	uncharacterized gene			pseudogene						JHD63_RS15305
NZ_JAELTO010000073.1	13169	14635		plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_198971677.1	NAD(P)/FAD-dependent oxidoreductase	488	JHD63_RS15310
NZ_JAELTO010000073.1	14817	15921		plus	peptide chain release factor 2	prfB		protein-coding			WP_198971678.1	peptide chain release factor 2	367	JHD63_RS15315
NZ_JAELTO010000073.1	15975	18686		plus	aminopeptidase N	pepN		protein-coding			WP_198971679.1	aminopeptidase N	903	JHD63_RS15320
NZ_JAELTO010000073.1	18819	19856		plus	class 1 fructose-bisphosphatase			protein-coding			WP_198971680.1	class 1 fructose-bisphosphatase	345	JHD63_RS15325
NZ_JAELTO010000073.1	19869	19944		plus	tRNA-Thr			tRNA						JHD63_RS15330
NZ_JAELTO010000073.1	20227	20430		minus	hypothetical protein			protein-coding			WP_198971681.1	hypothetical protein	67	JHD63_RS15335
NZ_JAELTO010000073.1	20882	22459		plus	alkaline phosphatase D family protein			protein-coding			WP_198971682.1	alkaline phosphatase D family protein	525	JHD63_RS15340
NZ_JAELTO010000073.1	22475	23781		plus	uncharacterized gene	dnaG		pseudogene						JHD63_RS15345
NZ_JAELTO010000074.1	1	341		minus	uncharacterized gene			pseudogene						JHD63_RS24070
NZ_JAELTO010000074.1	494	2188		minus	fructose-specific PTS transporter subunit EIIC			protein-coding			WP_198971685.1	fructose-specific PTS transporter subunit EIIC	564	JHD63_RS15355
NZ_JAELTO010000074.1	2205	3176		minus	1-phosphofructokinase family hexose kinase			protein-coding			WP_198971686.1	1-phosphofructokinase family hexose kinase	323	JHD63_RS15360
NZ_JAELTO010000074.1	3173	5680		minus	phosphoenolpyruvate--protein phosphotransferase	ptsP		protein-coding			WP_198971687.1	phosphoenolpyruvate--protein phosphotransferase	835	JHD63_RS15365
NZ_JAELTO010000074.1	5870	6967		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_198971688.1	LacI family DNA-binding transcriptional regulator	365	JHD63_RS15370
NZ_JAELTO010000074.1	7042	7962		plus	DMT family transporter			protein-coding			WP_198971689.1	DMT family transporter	306	JHD63_RS15375
NZ_JAELTO010000074.1	7956	8759		minus	aldolase/citrate lyase family protein			protein-coding			WP_198971690.1	aldolase/citrate lyase family protein	267	JHD63_RS15380
NZ_JAELTO010000074.1	8930	9742		minus	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	hpaH		protein-coding			WP_198971691.1	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	270	JHD63_RS15385
NZ_JAELTO010000074.1	9739	10605		minus	fumarylacetoacetate hydrolase family protein			protein-coding			WP_198971692.1	fumarylacetoacetate hydrolase family protein	288	JHD63_RS15390
NZ_JAELTO010000074.1	10602	11489		minus	amidohydrolase family protein			protein-coding			WP_198971693.1	amidohydrolase family protein	295	JHD63_RS15395
NZ_JAELTO010000074.1	11620	12066		minus	RidA family protein			protein-coding			WP_198971694.1	RidA family protein	148	JHD63_RS15400
NZ_JAELTO010000074.1	12024	13007		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_233168226.1	tripartite tricarboxylate transporter substrate binding protein	327	JHD63_RS15405
NZ_JAELTO010000074.1	13204	13836		plus	flavin reductase family protein			protein-coding			WP_198971695.1	flavin reductase family protein	210	JHD63_RS15410
NZ_JAELTO010000074.1	13833	14627		plus	IclR family transcriptional regulator			protein-coding			WP_233168228.1	IclR family transcriptional regulator	264	JHD63_RS15415
NZ_JAELTO010000074.1	14693	15253		minus	TIGR00725 family protein			protein-coding			WP_198971697.1	TIGR00725 family protein	186	JHD63_RS15420
NZ_JAELTO010000074.1	15204	16025		minus	ABC transporter permease subunit			protein-coding			WP_198971698.1	ABC transporter permease subunit	273	JHD63_RS15425
NZ_JAELTO010000074.1	16203	17282		minus	extracellular solute-binding protein			protein-coding			WP_198971699.1	extracellular solute-binding protein	359	JHD63_RS15430
NZ_JAELTO010000074.1	17308	18336		minus	ABC transporter ATP-binding protein			protein-coding			WP_198971700.1	ABC transporter ATP-binding protein	342	JHD63_RS15435
NZ_JAELTO010000074.1	18398	19162		minus	ABC transporter permease subunit			protein-coding			WP_233168231.1	ABC transporter permease subunit	254	JHD63_RS15440
NZ_JAELTO010000074.1	19341	20243		plus	LysR substrate-binding domain-containing protein			protein-coding			WP_198971701.1	LysR substrate-binding domain-containing protein	300	JHD63_RS15445
NZ_JAELTO010000074.1	21108	23177		minus	acetoacetate--CoA ligase			protein-coding			WP_198971702.1	acetoacetate--CoA ligase	689	JHD63_RS15450
NZ_JAELTO010000075.1	128	1633		minus	uncharacterized gene			pseudogene						JHD63_RS15460
NZ_JAELTO010000075.1	1872	1945		minus	tRNA-Gly			tRNA						JHD63_RS15465
NZ_JAELTO010000075.1	2543	3361		minus	IclR family transcriptional regulator			protein-coding			WP_198971705.1	IclR family transcriptional regulator	272	JHD63_RS15470
NZ_JAELTO010000075.1	3522	4820		plus	aconitase family protein			protein-coding			WP_198971706.1	aconitase family protein	432	JHD63_RS15475
NZ_JAELTO010000075.1	4817	5350		plus	3-isopropylmalate dehydratase			protein-coding			WP_198971707.1	3-isopropylmalate dehydratase	177	JHD63_RS15480
NZ_JAELTO010000075.1	5367	6230		plus	branched-chain amino acid ABC transporter permease			protein-coding			WP_198971708.1	branched-chain amino acid ABC transporter permease	287	JHD63_RS15485
NZ_JAELTO010000075.1	6242	7216		plus	branched-chain amino acid ABC transporter permease			protein-coding			WP_198971709.1	branched-chain amino acid ABC transporter permease	324	JHD63_RS15490
NZ_JAELTO010000075.1	7213	8064		plus	ABC transporter ATP-binding protein			protein-coding			WP_198971710.1	ABC transporter ATP-binding protein	283	JHD63_RS15495
NZ_JAELTO010000075.1	8087	8791		plus	ABC transporter ATP-binding protein			protein-coding			WP_198971721.1	ABC transporter ATP-binding protein	234	JHD63_RS15500
NZ_JAELTO010000075.1	8844	10058		plus	ABC transporter substrate-binding protein			protein-coding			WP_198971711.1	ABC transporter substrate-binding protein	404	JHD63_RS15505
NZ_JAELTO010000075.1	10090	10974		plus	isocitrate lyase/PEP mutase family protein			protein-coding			WP_198971712.1	isocitrate lyase/PEP mutase family protein	294	JHD63_RS15510
NZ_JAELTO010000075.1	11191	14259		plus	formate dehydrogenase-N subunit alpha	fdnG		protein-coding			WP_198971713.1	formate dehydrogenase-N subunit alpha	1022	JHD63_RS15515
NZ_JAELTO010000075.1	14262	15245		plus	formate dehydrogenase subunit beta	fdxH		protein-coding			WP_198971714.1	formate dehydrogenase subunit beta	327	JHD63_RS15520
NZ_JAELTO010000075.1	15223	15927		plus	formate dehydrogenase subunit gamma			protein-coding			WP_198971715.1	formate dehydrogenase subunit gamma	234	JHD63_RS15525
NZ_JAELTO010000075.1	16014	16955		plus	uncharacterized gene	fdhE		pseudogene						JHD63_RS15530
NZ_JAELTO010000075.1	16956	18392		plus	L-seryl-tRNA(Sec) selenium transferase	selA		protein-coding			WP_198971717.1	L-seryl-tRNA(Sec) selenium transferase	478	JHD63_RS15535
NZ_JAELTO010000075.1	18389	20305		plus	selenocysteine-specific translation elongation factor	selB		protein-coding			WP_198971718.1	selenocysteine-specific translation elongation factor	638	JHD63_RS15540
NZ_JAELTO010000075.1	20513	20605		plus	tRNA-Sec			tRNA						JHD63_RS15545
NZ_JAELTO010000075.1	20917	21993		plus	selenide, water dikinase SelD	selD		protein-coding			WP_198971719.1	selenide, water dikinase SelD	358	JHD63_RS15550
NZ_JAELTO010000075.1	22117	22359		minus	IS3 family transposase			protein-coding			WP_255519295.1	IS3 family transposase	80	JHD63_RS15555
NZ_JAELTO010000075.1	22409	22570		minus	hypothetical protein			protein-coding			WP_198971723.1	hypothetical protein	53	JHD63_RS15560
NZ_JAELTO010000075.1	22619	22675		minus	hypothetical protein			protein-coding			WP_233168234.1	hypothetical protein	18	JHD63_RS24075
NZ_JAELTO010000076.1	148	1163		minus	uncharacterized gene	mdlC		pseudogene						JHD63_RS15570
NZ_JAELTO010000076.1	1280	2136		plus	uncharacterized gene			pseudogene						JHD63_RS15575
NZ_JAELTO010000076.1	2218	2994		minus	GntR family transcriptional regulator			protein-coding			WP_255519296.1	GntR family transcriptional regulator	258	JHD63_RS15580
NZ_JAELTO010000076.1	3090	4562		plus	UbiD family decarboxylase			protein-coding			WP_198971725.1	UbiD family decarboxylase	490	JHD63_RS15585
NZ_JAELTO010000076.1	4596	5015		plus	hypothetical protein			protein-coding			WP_198971726.1	hypothetical protein	139	JHD63_RS15590
NZ_JAELTO010000076.1	5012	5647		plus	UbiX family flavin prenyltransferase			protein-coding			WP_198971727.1	UbiX family flavin prenyltransferase	211	JHD63_RS15595
NZ_JAELTO010000076.1	5644	6441		plus	DUF169 domain-containing protein			protein-coding			WP_198971728.1	DUF169 domain-containing protein	265	JHD63_RS15600
NZ_JAELTO010000076.1	6441	8570		plus	acetate--CoA ligase family protein			protein-coding			WP_198971729.1	acetate--CoA ligase family protein	709	JHD63_RS15605
NZ_JAELTO010000076.1	8552	9520		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971730.1	tripartite tricarboxylate transporter substrate binding protein	322	JHD63_RS15610
NZ_JAELTO010000076.1	9603	9863		plus	VF530 family protein			protein-coding			WP_198971731.1	VF530 family protein	86	JHD63_RS15615
NZ_JAELTO010000076.1	9865	11022		minus	MFS transporter			protein-coding			WP_198971741.1	MFS transporter	385	JHD63_RS15620
NZ_JAELTO010000076.1	11089	11979		plus	LysR substrate-binding domain-containing protein			protein-coding			WP_198971732.1	LysR substrate-binding domain-containing protein	296	JHD63_RS15625
NZ_JAELTO010000076.1	12058	13023		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971733.1	tripartite tricarboxylate transporter substrate binding protein	321	JHD63_RS15630
NZ_JAELTO010000076.1	13047	13784		minus	enoyl-CoA hydratase-related protein			protein-coding			WP_198971734.1	enoyl-CoA hydratase-related protein	245	JHD63_RS15635
